医療機関ID,医療機関名,都道府県名,医療機関住所,電話番号
12001138,長野県厚生農業協同組合連合会　南長野医療センター篠ノ井総合病院,長野県,長野市篠ノ井会６６６－１,262922261.0
12001138,長野県厚生農業協同組合連合会　南長野医療センター篠ノ井総合病院,長野県,長野市篠ノ井会６６６－１,262922261.0
12001137,医療法人健成会　小林脳神経外科病院,長野県,長野市三輪１－５－２１,262416221.0
12001137,医療法人健成会　小林脳神経外科病院,長野県,長野市三輪１－５－２１,262416221.0
12001137,医療法人健成会　小林脳神経外科病院,長野県,長野市三輪１－５－２１,262416221.0
12001136,小島病院,長野県,長野市若里五丁目８番６号,262173861.0
12001136,小島病院,長野県,長野市若里五丁目８番６号,262173861.0
12001136,小島病院,長野県,長野市若里五丁目８番６号,262173861.0
12001135,医療法人愛和会　愛和病院,長野県,長野市大字鶴賀１０４４－２,262263863.0
12001135,医療法人愛和会　愛和病院,長野県,長野市大字鶴賀１０４４－２,262263863.0
12001135,医療法人愛和会　愛和病院,長野県,長野市大字鶴賀１０４４－２,262263863.0
12001134,栗田病院,長野県,長野市大字栗田６９５,262261311.0
12001134,栗田病院,長野県,長野市大字栗田６９５,262261311.0
12001134,栗田病院,長野県,長野市大字栗田６９５,262261311.0
12001133,ナカジマ外科病院,長野県,長野市青木島１丁目２３番地３,262848585.0
12001133,ナカジマ外科病院,長野県,長野市青木島１丁目２３番地３,262848585.0
12001133,ナカジマ外科病院,長野県,長野市青木島１丁目２３番地３,262848585.0
12001132,医療法人社団温心会　東和田病院,長野県,長野市東和田７２３,262434895.0
12001132,医療法人社団温心会　東和田病院,長野県,長野市東和田７２３,262434895.0
12001132,医療法人社団温心会　東和田病院,長野県,長野市東和田７２３,262434895.0
12001131,長野県厚生農業協同組合連合会　長野松代総合病院,長野県,長野市松代町松代１８３,262782031.0
12001131,長野県厚生農業協同組合連合会　長野松代総合病院,長野県,長野市松代町松代１８３,262782031.0
12001131,長野県厚生農業協同組合連合会　長野松代総合病院,長野県,長野市松代町松代１８３,262782031.0
12001130,山田記念朝日病院,長野県,長野市大字南堀１３５番地１,262446411.0
12001130,山田記念朝日病院,長野県,長野市大字南堀１３５番地１,262446411.0
12001130,山田記念朝日病院,長野県,長野市大字南堀１３５番地１,262446411.0
12001129,長野県厚生農業協同組合連合会　南長野医療センター新町病院,長野県,長野市信州新町上条１３７番地,262623111.0
12001129,長野県厚生農業協同組合連合会　南長野医療センター新町病院,長野県,長野市信州新町上条１３７番地,262623111.0
12001129,長野県厚生農業協同組合連合会　南長野医療センター新町病院,長野県,長野市信州新町上条１３７番地,262623111.0
12001128,長野医療生活協同組合　長野中央病院,長野県,長野市西鶴賀町１５７０番地,262343307.0
12001128,長野医療生活協同組合　長野中央病院,長野県,長野市西鶴賀町１５７０番地,262343307.0
12001128,長野医療生活協同組合　長野中央病院,長野県,長野市西鶴賀町１５７０番地,262343307.0
12001127,長野市民病院,長野県,長野市大字富竹１３３３番地１,262951199.0
12001127,長野市民病院,長野県,長野市大字富竹１３３３番地１,262951199.0
12001127,長野市民病院,長野県,長野市大字富竹１３３３番地１,262951199.0
12001126,長野県立総合リハビリテーションセンター,長野県,長野市大字下駒沢６１８－１,262963953.0
12001126,長野県立総合リハビリテーションセンター,長野県,長野市大字下駒沢６１８－１,262963953.0
12001126,長野県立総合リハビリテーションセンター,長野県,長野市大字下駒沢６１８－１,262963953.0
12001125,長野県厚生農業協同組合連合会　長野松代総合病院附属若穂病院,長野県,長野市若穂綿内７６１５－１,262827111.0
12001125,長野県厚生農業協同組合連合会　長野松代総合病院附属若穂病院,長野県,長野市若穂綿内７６１５－１,262827111.0
12001125,長野県厚生農業協同組合連合会　長野松代総合病院附属若穂病院,長野県,長野市若穂綿内７６１５－１,262827111.0
12001124,小林病院,長野県,長野市南千歳１－１４－２,262267880.0
12001124,小林病院,長野県,長野市南千歳１－１４－２,262267880.0
12001124,小林病院,長野県,長野市南千歳１－１４－２,262267880.0
12001123,医療法人信愛会　田中病院,長野県,長野市西和田１－２９－８,262431263.0
12001123,医療法人信愛会　田中病院,長野県,長野市西和田１－２９－８,262431263.0
12001123,医療法人信愛会　田中病院,長野県,長野市西和田１－２９－８,262431263.0
12001122,医療法人公生会　竹重病院,長野県,長野市田町２０９９,262341281.0
12001122,医療法人公生会　竹重病院,長野県,長野市田町２０９９,262341281.0
12001122,医療法人公生会　竹重病院,長野県,長野市田町２０９９,262341281.0
12001121,朝日ながの病院,長野県,長野市三輪一丁目２番４３号,262158081.0
12001121,朝日ながの病院,長野県,長野市三輪一丁目２番４３号,262158081.0
12001121,朝日ながの病院,長野県,長野市三輪一丁目２番４３号,262158081.0
12001119,長野県厚生農業協同組合連合会　北アルプス医療センターあづみ病院,長野県,北安曇郡池田町大字池田３２０７－１,261623166.0
12001119,長野県厚生農業協同組合連合会　北アルプス医療センターあづみ病院,長野県,北安曇郡池田町大字池田３２０７－１,261623166.0
12001119,長野県厚生農業協同組合連合会　北アルプス医療センターあづみ病院,長野県,北安曇郡池田町大字池田３２０７－１,261623166.0
12001118,市立大町総合病院,長野県,大町市大町３１３０,261220415.0
12001118,市立大町総合病院,長野県,大町市大町３１３０,261220415.0
12001118,市立大町総合病院,長野県,大町市大町３１３０,261220415.0
12001112,長野県立こども病院,長野県,安曇野市豊科３１００,263736700.0
12001112,長野県立こども病院,長野県,安曇野市豊科３１００,263736700.0
12001112,長野県立こども病院,長野県,安曇野市豊科３１００,263736700.0
12001111,医療法人仁雄会　穂高病院,長野県,安曇野市穂高４６３４,263822474.0
12001111,医療法人仁雄会　穂高病院,長野県,安曇野市穂高４６３４,263822474.0
12001111,医療法人仁雄会　穂高病院,長野県,安曇野市穂高４６３４,263822474.0
12001110,安曇野赤十字病院,長野県,安曇野市豊科５６８５,263723170.0
12001110,安曇野赤十字病院,長野県,安曇野市豊科５６８５,263723170.0
12001110,安曇野赤十字病院,長野県,安曇野市豊科５６８５,263723170.0
12001108,医療法人　雄久会　塩尻病院,長野県,塩尻市大門６－４－３６,263520145.0
12001108,医療法人　雄久会　塩尻病院,長野県,塩尻市大門６－４－３６,263520145.0
12001108,医療法人　雄久会　塩尻病院,長野県,塩尻市大門６－４－３６,263520145.0
12001107,松本歯科大学病院,長野県,塩尻市広丘郷原１７８０,263523100.0
12001107,松本歯科大学病院,長野県,塩尻市広丘郷原１７８０,263523100.0
12001107,松本歯科大学病院,長野県,塩尻市広丘郷原１７８０,263523100.0
12001106,医療法人元山会　中村病院,長野県,塩尻市広丘高出１６１４－２,263523321.0
12001106,医療法人元山会　中村病院,長野県,塩尻市広丘高出１６１４－２,263523321.0
12001106,医療法人元山会　中村病院,長野県,塩尻市広丘高出１６１４－２,263523321.0
12001105,塩尻協立病院,長野県,塩尻市大字桟敷４３７,263535353.0
12001105,塩尻協立病院,長野県,塩尻市大字桟敷４３７,263535353.0
12001105,塩尻協立病院,長野県,塩尻市大字桟敷４３７,263535353.0
12001104,医療法人社団敬仁会　桔梗ケ原病院,長野県,塩尻市大字宗賀１２９５,263540012.0
12001104,医療法人社団敬仁会　桔梗ケ原病院,長野県,塩尻市大字宗賀１２９５,263540012.0
12001104,医療法人社団敬仁会　桔梗ケ原病院,長野県,塩尻市大字宗賀１２９５,263540012.0
12001095,松本市立病院,長野県,松本市波田４４１７番地１８０,263923027.0
12001095,松本市立病院,長野県,松本市波田４４１７番地１８０,263923027.0
12001095,松本市立病院,長野県,松本市波田４４１７番地１８０,263923027.0
12001094,一之瀬脳神経外科病院,長野県,松本市大字島立２０９３,263483300.0
12001094,一之瀬脳神経外科病院,長野県,松本市大字島立２０９３,263483300.0
12001094,一之瀬脳神経外科病院,長野県,松本市大字島立２０９３,263483300.0
12001093,国立大学法人　信州大学医学部附属病院,長野県,松本市旭３－１－１,263354600.0
12001093,国立大学法人　信州大学医学部附属病院,長野県,松本市旭３－１－１,263354600.0
12001093,国立大学法人　信州大学医学部附属病院,長野県,松本市旭３－１－１,263354600.0
12001092,医療法人　和心会　松南病院,長野県,松本市笹部３丁目１３－２９,263252303.0
12001092,医療法人　和心会　松南病院,長野県,松本市笹部３丁目１３－２９,263252303.0
12001092,医療法人　和心会　松南病院,長野県,松本市笹部３丁目１３－２９,263252303.0
12001091,社会医療法人財団　慈泉会　相澤東病院,長野県,松本市本庄２丁目１１番１６号,263332500.0
12001091,社会医療法人財団　慈泉会　相澤東病院,長野県,松本市本庄２丁目１１番１６号,263332500.0
12001091,社会医療法人財団　慈泉会　相澤東病院,長野県,松本市本庄２丁目１１番１６号,263332500.0
12001090,松本中川病院,長野県,松本市野溝西２丁目３番１６号,263285500.0
12001090,松本中川病院,長野県,松本市野溝西２丁目３番１６号,263285500.0
12001090,松本中川病院,長野県,松本市野溝西２丁目３番１６号,263285500.0
12001089,社会医療法人抱生会　丸の内病院,長野県,松本市渚１丁目７番４５号,263283003.0
12001089,社会医療法人抱生会　丸の内病院,長野県,松本市渚１丁目７番４５号,263283003.0
12001089,社会医療法人抱生会　丸の内病院,長野県,松本市渚１丁目７番４５号,263283003.0
12001088,社会医療法人財団　慈泉会　相澤病院,長野県,松本市本庄２丁目５番１号,263338600.0
12001088,社会医療法人財団　慈泉会　相澤病院,長野県,松本市本庄２丁目５番１号,263338600.0
12001088,社会医療法人財団　慈泉会　相澤病院,長野県,松本市本庄２丁目５番１号,263338600.0
12001087,藤森病院,長野県,松本市中央２丁目９番８号,263333672.0
12001087,藤森病院,長野県,松本市中央２丁目９番８号,263333672.0
12001087,藤森病院,長野県,松本市中央２丁目９番８号,263333672.0
12001086,独立行政法人国立病院機構　まつもと医療センター,長野県,松本市村井町南２丁目２０番３０号,263584567.0
12001086,独立行政法人国立病院機構　まつもと医療センター,長野県,松本市村井町南２丁目２０番３０号,263584567.0
12001086,独立行政法人国立病院機構　まつもと医療センター,長野県,松本市村井町南２丁目２０番３０号,263584567.0
12001085,松本協立病院,長野県,松本市巾上９番２６号,263355300.0
12001085,松本協立病院,長野県,松本市巾上９番２６号,263355300.0
12001085,松本協立病院,長野県,松本市巾上９番２６号,263355300.0
12001084,医療法人心泉会　上條記念病院,長野県,松本市村井町西２丁目１６番１号,263573800.0
12001084,医療法人心泉会　上條記念病院,長野県,松本市村井町西２丁目１６番１号,263573800.0
12001084,医療法人心泉会　上條記念病院,長野県,松本市村井町西２丁目１６番１号,263573800.0
12001083,社会医療法人城西医療財団　城西病院,長野県,松本市城西１丁目５番１６号,263336400.0
12001083,社会医療法人城西医療財団　城西病院,長野県,松本市城西１丁目５番１６号,263336400.0
12001083,社会医療法人城西医療財団　城西病院,長野県,松本市城西１丁目５番１６号,263336400.0
12001082,長野県立木曽病院,長野県,木曽郡木曽町福島６６１３－４,264222703.0
12001082,長野県立木曽病院,長野県,木曽郡木曽町福島６６１３－４,264222703.0
12001082,長野県立木曽病院,長野県,木曽郡木曽町福島６６１３－４,264222703.0
12001080,長野県立阿南病院,長野県,下伊那郡阿南町北條２００９－１,260222121.0
12001080,長野県立阿南病院,長野県,下伊那郡阿南町北條２００９－１,260222121.0
12001080,長野県立阿南病院,長野県,下伊那郡阿南町北條２００９－１,260222121.0
12001079,長野県厚生農業協同組合連合会　下伊那厚生病院,長野県,下伊那郡高森町吉田４８１－１３,265357511.0
12001079,長野県厚生農業協同組合連合会　下伊那厚生病院,長野県,下伊那郡高森町吉田４８１－１３,265357511.0
12001079,長野県厚生農業協同組合連合会　下伊那厚生病院,長野県,下伊那郡高森町吉田４８１－１３,265357511.0
12001078,下伊那赤十字病院,長野県,下伊那郡松川町元大島３１５９－１,265362255.0
12001078,下伊那赤十字病院,長野県,下伊那郡松川町元大島３１５９－１,265362255.0
12001078,下伊那赤十字病院,長野県,下伊那郡松川町元大島３１５９－１,265362255.0
12001075,健和会病院,長野県,飯田市鼎中平１９３６,265233116.0
12001075,健和会病院,長野県,飯田市鼎中平１９３６,265233116.0
12001075,健和会病院,長野県,飯田市鼎中平１９３６,265233116.0
12001074,飯田市立病院,長野県,飯田市八幡町４３８,265211255.0
12001074,飯田市立病院,長野県,飯田市八幡町４３８,265211255.0
12001074,飯田市立病院,長野県,飯田市八幡町４３８,265211255.0
12001072,瀬口脳神経外科病院,長野県,飯田市上郷黒田２１８－２,265246655.0
12001072,瀬口脳神経外科病院,長野県,飯田市上郷黒田２１８－２,265246655.0
12001072,瀬口脳神経外科病院,長野県,飯田市上郷黒田２１８－２,265246655.0
12001071,輝山会記念病院,長野県,飯田市毛賀１７０７,265268111.0
12001071,輝山会記念病院,長野県,飯田市毛賀１７０７,265268111.0
12001071,輝山会記念病院,長野県,飯田市毛賀１７０７,265268111.0
12001070,菅沼病院,長野県,飯田市鼎中平１９７０,265220532.0
12001070,菅沼病院,長野県,飯田市鼎中平１９７０,265220532.0
12001070,菅沼病院,長野県,飯田市鼎中平１９７０,265220532.0
12001069,社会医療法人栗山会　飯田病院,長野県,飯田市大通１－１５,265225150.0
12001069,社会医療法人栗山会　飯田病院,長野県,飯田市大通１－１５,265225150.0
12001069,社会医療法人栗山会　飯田病院,長野県,飯田市大通１－１５,265225150.0
12001067,上伊那生協病院,長野県,上伊那郡箕輪町大字中箕輪１１３２４,265791424.0
12001067,上伊那生協病院,長野県,上伊那郡箕輪町大字中箕輪１１３２４,265791424.0
12001067,上伊那生協病院,長野県,上伊那郡箕輪町大字中箕輪１１３２４,265791424.0
12001066,町立辰野病院,長野県,上伊那郡辰野町大字辰野１４４５番地５,266410238.0
12001066,町立辰野病院,長野県,上伊那郡辰野町大字辰野１４４５番地５,266410238.0
12001066,町立辰野病院,長野県,上伊那郡辰野町大字辰野１４４５番地５,266410238.0
12001064,医療法人公仁会　前澤病院,長野県,駒ケ根市上穂南１１－５,265832151.0
12001064,医療法人公仁会　前澤病院,長野県,駒ケ根市上穂南１１－５,265832151.0
12001064,医療法人公仁会　前澤病院,長野県,駒ケ根市上穂南１１－５,265832151.0
12001063,昭和伊南総合病院,長野県,駒ケ根市赤穂３２３０,265822121.0
12001063,昭和伊南総合病院,長野県,駒ケ根市赤穂３２３０,265822121.0
12001063,昭和伊南総合病院,長野県,駒ケ根市赤穂３２３０,265822121.0
12001061,医療法人保健同人会　田中病院,長野県,伊那市下新田３１９３番地,265783555.0
12001061,医療法人保健同人会　田中病院,長野県,伊那市下新田３１９３番地,265783555.0
12001061,医療法人保健同人会　田中病院,長野県,伊那市下新田３１９３番地,265783555.0
12001060,医療法人暁会　仁愛病院,長野県,伊那市西町４９０６番地,265783333.0
12001060,医療法人暁会　仁愛病院,長野県,伊那市西町４９０６番地,265783333.0
12001060,医療法人暁会　仁愛病院,長野県,伊那市西町４９０６番地,265783333.0
12001059,伊那中央病院,長野県,伊那市小四郎久保１３１３番地１,265723121.0
12001059,伊那中央病院,長野県,伊那市小四郎久保１３１３番地１,265723121.0
12001059,伊那中央病院,長野県,伊那市小四郎久保１３１３番地１,265723121.0
12001057,長野県厚生農業協同組合連合会　富士見高原医療福祉センター　富士見高原病院,長野県,諏訪郡富士見町落合１１１００,266623030.0
12001057,長野県厚生農業協同組合連合会　富士見高原医療福祉センター　富士見高原病院,長野県,諏訪郡富士見町落合１１１００,266623030.0
12001057,長野県厚生農業協同組合連合会　富士見高原医療福祉センター　富士見高原病院,長野県,諏訪郡富士見町落合１１１００,266623030.0
12001056,諏訪共立病院,長野県,諏訪郡下諏訪町矢木町２１４,266282012.0
12001056,諏訪共立病院,長野県,諏訪郡下諏訪町矢木町２１４,266282012.0
12001056,諏訪共立病院,長野県,諏訪郡下諏訪町矢木町２１４,266282012.0
12001055,信濃医療福祉センター,長野県,諏訪郡下諏訪町社字花田６５２５－１,266278414.0
12001055,信濃医療福祉センター,長野県,諏訪郡下諏訪町社字花田６５２５－１,266278414.0
12001055,信濃医療福祉センター,長野県,諏訪郡下諏訪町社字花田６５２５－１,266278414.0
12001054,諏訪マタニティークリニック,長野県,諏訪郡下諏訪町１１２－１３,266286100.0
12001054,諏訪マタニティークリニック,長野県,諏訪郡下諏訪町１１２－１３,266286100.0
12001054,諏訪マタニティークリニック,長野県,諏訪郡下諏訪町１１２－１３,266286100.0
12001050,組合立諏訪中央病院,長野県,茅野市玉川４３００番地,266721000.0
12001050,組合立諏訪中央病院,長野県,茅野市玉川４３００番地,266721000.0
12001050,組合立諏訪中央病院,長野県,茅野市玉川４３００番地,266721000.0
12001048,諏訪城東病院,長野県,諏訪市大手２－３－５,266523100.0
12001048,諏訪城東病院,長野県,諏訪市大手２－３－５,266523100.0
12001048,諏訪城東病院,長野県,諏訪市大手２－３－５,266523100.0
12001047,諏訪赤十字病院,長野県,諏訪市湖岸通り５丁目１１ー５０,266526111.0
12001047,諏訪赤十字病院,長野県,諏訪市湖岸通り５丁目１１ー５０,266526111.0
12001047,諏訪赤十字病院,長野県,諏訪市湖岸通り５丁目１１ー５０,266526111.0
12001042,岡谷市民病院,長野県,岡谷市本町四丁目１１番３３号,266238000.0
12001042,岡谷市民病院,長野県,岡谷市本町四丁目１１番３３号,266238000.0
12001042,岡谷市民病院,長野県,岡谷市本町四丁目１１番３３号,266238000.0
12001041,祐愛病院,長野県,岡谷市南宮２－２－３４,266230222.0
12001041,祐愛病院,長野県,岡谷市南宮２－２－３４,266230222.0
12001041,祐愛病院,長野県,岡谷市南宮２－２－３４,266230222.0
12001040,医療法人研成会　諏訪湖畔病院,長野県,岡谷市長地小萩一丁目１１番３０号,266275500.0
12001040,医療法人研成会　諏訪湖畔病院,長野県,岡谷市長地小萩一丁目１１番３０号,266275500.0
12001040,医療法人研成会　諏訪湖畔病院,長野県,岡谷市長地小萩一丁目１１番３０号,266275500.0
12001039,国民健康保険　依田窪病院,長野県,小県郡長和町古町２８５７,268682036.0
12001039,国民健康保険　依田窪病院,長野県,小県郡長和町古町２８５７,268682036.0
12001039,国民健康保険　依田窪病院,長野県,小県郡長和町古町２８５７,268682036.0
12001036,東御市民病院,長野県,東御市鞍掛１９８,268620050.0
12001036,東御市民病院,長野県,東御市鞍掛１９８,268620050.0
12001036,東御市民病院,長野県,東御市鞍掛１９８,268620050.0
12001028,整形外科上田花園病院,長野県,上田市中央西１丁目１５番２５号,268222325.0
12001028,整形外科上田花園病院,長野県,上田市中央西１丁目１５番２５号,268222325.0
12001028,整形外科上田花園病院,長野県,上田市中央西１丁目１５番２５号,268222325.0
12001027,医療法人慈善会　安藤病院,長野県,上田市中央西１丁目１番２０号,268222580.0
12001027,医療法人慈善会　安藤病院,長野県,上田市中央西１丁目１番２０号,268222580.0
12001027,医療法人慈善会　安藤病院,長野県,上田市中央西１丁目１番２０号,268222580.0
12001026,長野県厚生農業協同組合連合会　鹿教湯三才山リハビリテーションセンター鹿教湯病院,長野県,上田市鹿教湯温泉１３０８,268442111.0
12001026,長野県厚生農業協同組合連合会　鹿教湯三才山リハビリテーションセンター鹿教湯病院,長野県,上田市鹿教湯温泉１３０８,268442111.0
12001026,長野県厚生農業協同組合連合会　鹿教湯三才山リハビリテーションセンター鹿教湯病院,長野県,上田市鹿教湯温泉１３０８,268442111.0
12001025,医療法人健和会　小林脳神経外科・神経内科病院,長野県,上田市常田３丁目１５番４１号,268226885.0
12001025,医療法人健和会　小林脳神経外科・神経内科病院,長野県,上田市常田３丁目１５番４１号,268226885.0
12001025,医療法人健和会　小林脳神経外科・神経内科病院,長野県,上田市常田３丁目１５番４１号,268226885.0
12001024,医療法人共和会　塩田病院,長野県,上田市中野２９－２,268382211.0
12001024,医療法人共和会　塩田病院,長野県,上田市中野２９－２,268382211.0
12001024,医療法人共和会　塩田病院,長野県,上田市中野２９－２,268382211.0
12001023,長野県厚生農業協同組合連合会　鹿教湯三才山リハビリテーションセンター三才山病院,長野県,上田市鹿教湯温泉１７７７,268442321.0
12001023,長野県厚生農業協同組合連合会　鹿教湯三才山リハビリテーションセンター三才山病院,長野県,上田市鹿教湯温泉１７７７,268442321.0
12001023,長野県厚生農業協同組合連合会　鹿教湯三才山リハビリテーションセンター三才山病院,長野県,上田市鹿教湯温泉１７７７,268442321.0
12001022,上田市立産婦人科病院,長野県,上田市緑が丘一丁目２７番３２号,268221573.0
12001022,上田市立産婦人科病院,長野県,上田市緑が丘一丁目２７番３２号,268221573.0
12001022,上田市立産婦人科病院,長野県,上田市緑が丘一丁目２７番３２号,268221573.0
12001021,医療法人健救会　柳澤病院,長野県,上田市中央西１丁目２番１０号,268220109.0
12001021,医療法人健救会　柳澤病院,長野県,上田市中央西１丁目２番１０号,268220109.0
12001021,医療法人健救会　柳澤病院,長野県,上田市中央西１丁目２番１０号,268220109.0
12001020,独立行政法人国立病院機構　信州上田医療センター,長野県,上田市緑が丘１丁目２７番２１号,268221890.0
12001020,独立行政法人国立病院機構　信州上田医療センター,長野県,上田市緑が丘１丁目２７番２１号,268221890.0
12001020,独立行政法人国立病院機構　信州上田医療センター,長野県,上田市緑が丘１丁目２７番２１号,268221890.0
12001019,丸子中央病院,長野県,上田市中丸子１７７１－１,268421111.0
12001019,丸子中央病院,長野県,上田市中丸子１７７１－１,268421111.0
12001019,丸子中央病院,長野県,上田市中丸子１７７１－１,268421111.0
12001018,医療法人健静会　上田病院,長野県,上田市中央１丁目３番３号,268223580.0
12001018,医療法人健静会　上田病院,長野県,上田市中央１丁目３番３号,268223580.0
12001018,医療法人健静会　上田病院,長野県,上田市中央１丁目３番３号,268223580.0
12001017,医療法人社団　御代田中央記念病院,長野県,北佐久郡御代田町御代田４１０７－４０,267324711.0
12001017,医療法人社団　御代田中央記念病院,長野県,北佐久郡御代田町御代田４１０７－４０,267324711.0
12001017,医療法人社団　御代田中央記念病院,長野県,北佐久郡御代田町御代田４１０７－４０,267324711.0
12001016,軽井沢町国民健康保険　軽井沢病院,長野県,北佐久郡軽井沢町長倉２３７５－１,267455111.0
12001016,軽井沢町国民健康保険　軽井沢病院,長野県,北佐久郡軽井沢町長倉２３７５－１,267455111.0
12001016,軽井沢町国民健康保険　軽井沢病院,長野県,北佐久郡軽井沢町長倉２３７５－１,267455111.0
12001015,佐久穂町立千曲病院,長野県,南佐久郡佐久穂町大字高野町３２８番地,267862360.0
12001015,佐久穂町立千曲病院,長野県,南佐久郡佐久穂町大字高野町３２８番地,267862360.0
12001015,佐久穂町立千曲病院,長野県,南佐久郡佐久穂町大字高野町３２８番地,267862360.0
12001014,長野県厚生農業協同組合連合会　佐久総合病院小海分院,長野県,南佐久郡小海町大字豊里７８番地,267922077.0
12001014,長野県厚生農業協同組合連合会　佐久総合病院小海分院,長野県,南佐久郡小海町大字豊里７８番地,267922077.0
12001014,長野県厚生農業協同組合連合会　佐久総合病院小海分院,長野県,南佐久郡小海町大字豊里７８番地,267922077.0
12001012,長野県厚生農業協同組合連合会　佐久総合病院　佐久医療センター,長野県,佐久市中込３４００番地２８,267628181.0
12001012,長野県厚生農業協同組合連合会　佐久総合病院　佐久医療センター,長野県,佐久市中込３４００番地２８,267628181.0
12001012,長野県厚生農業協同組合連合会　佐久総合病院　佐久医療センター,長野県,佐久市中込３４００番地２８,267628181.0
12001011,医療法人　雨宮病院,長野県,佐久市下小田切７３,267825311.0
12001011,医療法人　雨宮病院,長野県,佐久市下小田切７３,267825311.0
12001011,医療法人　雨宮病院,長野県,佐久市下小田切７３,267825311.0
12001010,医療法人三世会　金澤病院,長野県,佐久市岩村田８０４,267672048.0
12001010,医療法人三世会　金澤病院,長野県,佐久市岩村田８０４,267672048.0
12001010,医療法人三世会　金澤病院,長野県,佐久市岩村田８０４,267672048.0
12001009,長野県厚生農業協同組合連合会　佐久総合病院,長野県,佐久市臼田１９７,267823131.0
12001009,長野県厚生農業協同組合連合会　佐久総合病院,長野県,佐久市臼田１９７,267823131.0
12001009,長野県厚生農業協同組合連合会　佐久総合病院,長野県,佐久市臼田１９７,267823131.0
12001008,くろさわ病院,長野県,佐久市中込１丁目１７番地８,267641711.0
12001008,くろさわ病院,長野県,佐久市中込１丁目１７番地８,267641711.0
12001008,くろさわ病院,長野県,佐久市中込１丁目１７番地８,267641711.0
12001007,佐久市立国保　浅間総合病院,長野県,佐久市岩村田１８６２－１,267672295.0
12001007,佐久市立国保　浅間総合病院,長野県,佐久市岩村田１８６２－１,267672295.0
12001007,佐久市立国保　浅間総合病院,長野県,佐久市岩村田１８６２－１,267672295.0
12001006,川西赤十字病院,長野県,佐久市望月３１８,267533011.0
12001006,川西赤十字病院,長野県,佐久市望月３１８,267533011.0
12001006,川西赤十字病院,長野県,佐久市望月３１８,267533011.0
12001003,独立行政法人国立病院機構　小諸高原病院,長野県,小諸市甲４５９８,267220870.0
12001003,独立行政法人国立病院機構　小諸高原病院,長野県,小諸市甲４５９８,267220870.0
12001003,独立行政法人国立病院機構　小諸高原病院,長野県,小諸市甲４５９８,267220870.0
12001002,医療法人山月会　小諸病院,長野県,小諸市荒町２－１－１,267220250.0
12001002,医療法人山月会　小諸病院,長野県,小諸市荒町２－１－１,267220250.0
12001002,医療法人山月会　小諸病院,長野県,小諸市荒町２－１－１,267220250.0
11901081,山梨赤十字病院,山梨県,南都留郡富士河口湖町船津６６６３－１,555722222.0
11901081,山梨赤十字病院,山梨県,南都留郡富士河口湖町船津６６６３－１,555722222.0
11901081,山梨赤十字病院,山梨県,南都留郡富士河口湖町船津６６６３－１,555722222.0
11901080,上野原市立病院,山梨県,上野原市上野原３５０４番地３,554625121.0
11901080,上野原市立病院,山梨県,上野原市上野原３５０４番地３,554625121.0
11901080,上野原市立病院,山梨県,上野原市上野原３５０４番地３,554625121.0
11901078,地方独立行政法人　大月市立中央病院,山梨県,大月市大月町花咲１２２５番地,554221251.0
11901078,地方独立行政法人　大月市立中央病院,山梨県,大月市大月町花咲１２２５番地,554221251.0
11901078,地方独立行政法人　大月市立中央病院,山梨県,大月市大月町花咲１２２５番地,554221251.0
11901076,都留市立病院,山梨県,都留市つる五丁目１－５５,554451811.0
11901076,都留市立病院,山梨県,都留市つる五丁目１－５５,554451811.0
11901076,都留市立病院,山梨県,都留市つる五丁目１－５５,554451811.0
11901075,ツル虎ノ門外科リハビリテーション病院,山梨県,都留市四日市場１８８,554458861.0
11901075,ツル虎ノ門外科リハビリテーション病院,山梨県,都留市四日市場１８８,554458861.0
11901075,ツル虎ノ門外科リハビリテーション病院,山梨県,都留市四日市場１８８,554458861.0
11901073,国民健康保険　富士吉田市立病院,山梨県,富士吉田市上吉田東七丁目１１番１号,555224111.0
11901073,国民健康保険　富士吉田市立病院,山梨県,富士吉田市上吉田東七丁目１１番１号,555224111.0
11901073,国民健康保険　富士吉田市立病院,山梨県,富士吉田市上吉田東七丁目１１番１号,555224111.0
11901072,峡南医療センター企業団　富士川病院,山梨県,南巨摩郡富士川町鰍沢３４０－１,556223135.0
11901072,峡南医療センター企業団　富士川病院,山梨県,南巨摩郡富士川町鰍沢３４０－１,556223135.0
11901072,峡南医療センター企業団　富士川病院,山梨県,南巨摩郡富士川町鰍沢３４０－１,556223135.0
11901071,医療法人峡南会　峡南病院,山梨県,南巨摩郡富士川町鰍沢１８０６番地,556224411.0
11901071,医療法人峡南会　峡南病院,山梨県,南巨摩郡富士川町鰍沢１８０６番地,556224411.0
11901071,医療法人峡南会　峡南病院,山梨県,南巨摩郡富士川町鰍沢１８０６番地,556224411.0
11901070,医療法人財団交道会　しもべ病院,山梨県,南巨摩郡身延町下部１０６３,556361111.0
11901070,医療法人財団交道会　しもべ病院,山梨県,南巨摩郡身延町下部１０６３,556361111.0
11901070,医療法人財団交道会　しもべ病院,山梨県,南巨摩郡身延町下部１０６３,556361111.0
11901069,公益財団法人身延山病院,山梨県,南巨摩郡身延町梅平２４８３－１６７,556621061.0
11901069,公益財団法人身延山病院,山梨県,南巨摩郡身延町梅平２４８３－１６７,556621061.0
11901069,公益財団法人身延山病院,山梨県,南巨摩郡身延町梅平２４８３－１６７,556621061.0
